"Date","Type","Category","Amount","Currency","Memo","Wallet"
"12/25/2024, 11:03 PM","Income","Others","21320.00","INR","Acha Money","SBI Savings Account"
"12/25/2024, 11:03 PM","Expense","Transportation","-175.00","INR","Flight web check-in","SBI Savings Account"
"12/25/2024, 3:28 PM","Income","Bonus","251.00","INR","Credit Interest","SBI Savings Account"
"12/25/2024, 10:44 AM","Expense","Bills","-19.00","INR","Jio Data Topup","ICICI Savings Account"
"12/25/2024, 3:07 AM","Expense","Bills","-11.00","INR","Jio Data Topup","ICICI Savings Account"
"12/24/2024, 5:57 PM","Expense","Others","-750.00","INR","Amma Fish pickle","ICICI Savings Account"
"12/24/2024, 4:44 PM","Expense","Food","-30.00","INR","Lime juice","ICICI Savings Account"
"12/24/2024, 2:42 PM","Expense","Food","-24.00","INR","Snacks","Cash"
"12/24/2024, 2:33 PM","Expense","Education","-1900.00","INR","Playboy Jeans","ICICI Savings Account"
"12/24/2024, 2:12 PM","Expense","Household","-100.00","INR","Grocery","Cash"
"12/24/2024, 2:07 PM","Expense","Others","-1140.00","INR","Amma cakes","ICICI Savings Account"
"12/24/2024, 2:04 PM","Expense","Health","-436.00","INR","Neethi Meds","ICICI Savings Account"
"12/24/2024, 2:01 PM","Income","Others","5000.00","INR","Malu Money","ICICI Savings Account"
"12/24/2024, 1:55 PM","Transfer","Transfer","1000.00","INR","Self Transfer","SBI Savings Account -> ICICI Savings Account"
"12/23/2024, 8:48 PM","Expense","Transportation","-150.00","INR","Auto","ICICI Savings Account"
"12/23/2024, 8:34 PM","Expense","Transportation","-34.00","INR","Bus","Cash"
"12/23/2024, 7:42 PM","Expense","Food","-360.00","INR","Dinner","ICICI Savings Account"
"12/23/2024, 4:20 PM","Expense","Transportation","-84.00","INR","Bus","Cash"
"12/23/2024, 1:38 PM","Expense","Bills","-236.00","INR","Debit card fee","ICICI Savings Account"
"12/23/2024, 1:20 PM","Expense","Transportation","-68.00","INR","Bus","Cash"
"12/23/2024, 1:06 PM","Expense","Food","-20.00","INR","Water bottle","ICICI Savings Account"
"12/23/2024, 11:30 AM","Expense","Transportation","-60.00","INR","Auto","Cash"
"12/23/2024, 11:19 AM","Expense","Transportation","-13.00","INR","Bus","Cash"
"12/23/2024, 10:46 AM","Expense","Transportation","-37.00","INR","Bus","Cash"
"12/23/2024, 9:35 AM","Expense","Food","-20.00","INR","Snacks","ICICI Savings Account"
"12/23/2024, 6:50 AM","Expense","Transportation","-97.00","INR","Bus","Cash"
"12/23/2024, 6:50 AM","Expense","Transportation","-100.00","INR","Auto","Cash"
"12/22/2024, 5:25 PM","Expense","Transportation","-150.00","INR","Auto","Cash"
"12/22/2024, 4:52 PM","Expense","Others","-11500.00","INR","Amma Veda Meds","ICICI Savings Account"
"12/22/2024, 2:40 PM","Expense","Transportation","-200.00","INR","Auto","Cash"
"12/22/2024, 2:08 PM","Income","Others","1000.00","INR","Mummy Money","Cash"
"12/21/2024, 7:03 PM","Income","Others","10000.00","INR","Malu Money","ICICI Savings Account"
"12/21/2024, 2:55 PM","Expense","Transportation","-130.00","INR","Auto","Cash"
"12/21/2024, 2:36 PM","Expense","Household","-489.00","INR","Grocery","SBI Savings Account"
"12/21/2024, 2:36 PM","Expense","Food","-552.00","INR","Bakery","SBI Savings Account"
"12/21/2024, 2:05 PM","Expense","Health","-3649.00","INR","Neethi Meds","SBI Savings Account"
"12/21/2024, 2:03 PM","Expense","Transportation","-15.00","INR","Bus","Cash"
"12/21/2024, 12:52 PM","Income","Others","550.00","INR","Mummy Money","Cash"
"12/19/2024, 2:00 PM","Expense","Bills","-141.00","INR","Data Topup","SBI Savings Account"
"12/19/2024, 12:25 PM","Expense","Bills","-170.00","INR","Home KSEB Bill","SBI Savings Account"
"12/19/2024, 1:38 AM","Expense","Food","-20.00","INR","Water bottle","Cash"
"12/18/2024, 1:29 PM","Expense","Transportation","-150.00","INR","Auto","Cash"
"12/18/2024, 11:49 AM","Expense","Others","-1620.00","INR","Pickle","SBI Savings Account"
"12/18/2024, 11:48 AM","Expense","Others","-7000.00","INR","ATM Widrawal","SBI Savings Account"
"12/18/2024, 11:26 AM","Expense","Health","-545.00","INR","Neethi meds","SBI Savings Account"
"12/18/2024, 11:19 AM","Expense","Others","-1346.00","INR","Bakery","SBI Savings Account"
"12/18/2024, 10:53 AM","Expense","Others","-984.00","INR","Acha Amma Stuff","SBI Savings Account"
"12/18/2024, 10:49 AM","Expense","Transportation","-200.00","INR","Auto","Cash"
"12/18/2024, 10:39 AM","Income","Others","1000.00","INR","Amma Money","Cash"
"12/18/2024, 9:57 AM","Expense","Others","-14438.00","INR","Arden Meenu","SBI Savings Account"
"12/17/2024, 10:59 AM","Income","Others","1000.00","INR","Unknown","SBI Savings Account"
"12/16/2024, 3:31 PM","Expense","Others","-10000.00","INR","Sent to Malu","SBI Savings Account"
"12/16/2024, 3:07 PM","Expense","Transportation","-170.00","INR","Auto","Cash"
"12/16/2024, 2:54 PM","Expense","Others","-310.00","INR","Pickle","SBI Savings Account"
"12/16/2024, 2:50 PM","Expense","Food","-1183.00","INR","Bakery","SBI Savings Account"
"12/16/2024, 2:23 PM","Expense","Others","-51301.00","INR","Neethi Meds","SBI Savings Account"
"12/16/2024, 2:22 PM","Expense","Household","-217.00","INR","Vegetables","SBI Savings Account"
"12/16/2024, 2:14 PM","Expense","Others","-850.00","INR","Amma Acha stuff Orange","Cash"
"12/16/2024, 2:10 PM","Expense","Others","-60.00","INR","Acha weight scale battery","SBI Savings Account"
"12/16/2024, 2:06 PM","Expense","Others","-21.00","INR","Amma Pencil","SBI Savings Account"
"12/16/2024, 2:04 PM","Expense","Others","-9.00","INR","Printout","SBI Savings Account"
"12/16/2024, 1:54 PM","Transfer","Transfer","1000.00","INR","ATM Widrawal","SBI Savings Account -> Cash"
"12/16/2024, 12:54 PM","Expense","Household","-65.00","INR","Grocery","SBI Savings Account"
"12/16/2024, 12:50 PM","Expense","Others","-1180.00","INR","Amma Acha stuff","SBI Savings Account"
"12/16/2024, 12:38 PM","Expense","Others","-400.00","INR","Malu Courier","SBI Savings Account"
"12/16/2024, 12:22 PM","Expense","Transportation","-15.00","INR","Bus","Cash"
"12/16/2024, 12:10 PM","Expense","Investment","-200.00","INR","Aditya Birla PSU MF","SBI Savings Account"
"12/16/2024, 12:08 PM","Expense","Others","-1730.00","INR","Amma Friend stuff","SBI Savings Account"
"12/16/2024, 12:00 AM","Expense","Investment","-200.00","INR","Groww Nifty MF","SBI Savings Account"
"12/15/2024, 10:45 AM","Expense","Bills","-201.00","INR","Ammachi Phone recharge","SBI Savings Account"
"12/15/2024, 10:10 AM","Expense","Transportation","-4600.00","INR","Taxi from omaloor to home","SBI Savings Account"
"12/15/2024, 8:45 AM","Expense","Food","-500.00","INR","Breakfast","ICICI Savings Account"
"12/15/2024, 7:46 AM","Expense","Others","-160.00","INR","Church Stuff","Cash"
"12/14/2024, 2:28 PM","Expense","Others","-4352.04","INR","Malu AC EMI","ICICI Credit Card"
"12/14/2024, 11:32 AM","Expense","Others","-500.00","INR","Petrol","SBI Savings Account"
"12/14/2024, 10:18 AM","Expense","Transportation","-10.00","INR","Auto","Cash"
"12/14/2024, 8:28 AM","Expense","Transportation","-72.00","INR","Bus","Cash"
"12/14/2024, 8:27 AM","Expense","Food","-55.00","INR","Snacks","ICICI Savings Account"
"12/14/2024, 6:54 AM","Expense","Transportation","-69.00","INR","Bus","Cash"
"12/14/2024, 6:21 AM","Expense","Transportation","-100.00","INR","Auto","SBI Savings Account"
"12/13/2024, 5:25 PM","Transfer","Transfer","65000.00","INR","Self Transfer","ICICI Savings Account -> SBI Savings Account"
"12/13/2024, 4:39 PM","Expense","Others","-1870.00","INR","Amma Stuff","SBI Savings Account"
"12/13/2024, 4:04 PM","Income","Others","70000.00","INR","Rani Aunty money","ICICI Savings Account"
"12/13/2024, 2:14 PM","Expense","Transportation","-180.00","INR","Auto","Cash"
"12/13/2024, 2:14 PM","Expense","Others","-4.00","INR","Amma Stuff","SBI Savings Account"
"12/13/2024, 2:14 PM","Expense","Household","-120.00","INR","Coconut","SBI Savings Account"
"12/13/2024, 1:46 PM","Expense","Food","-155.00","INR","Bakery","SBI Savings Account"
"12/13/2024, 1:38 PM","Expense","Others","-158.00","INR","Needi meds","SBI Savings Account"
"12/13/2024, 1:32 PM","Expense","Bills","-350.00","INR","Jio port","SBI Savings Account"
"12/13/2024, 1:32 PM","Expense","Bills","-401.00","INR","VI recharge","SBI Savings Account"
"12/13/2024, 1:14 PM","Expense","Others","-402.80","INR","Amma paste and brush","SBI Savings Account"
"12/13/2024, 1:06 PM","Expense","Others","-322.00","INR","Amma Masala","SBI Savings Account"
"12/13/2024, 12:57 PM","Expense","Others","-590.00","INR","Amma Stuff","SBI Savings Account"
"12/13/2024, 12:13 PM","Expense","Household","-46.00","INR","Sugar","ICICI Savings Account"
"12/13/2024, 11:42 AM","Expense","Health","-1000.00","INR","Dentist","ICICI Savings Account"
"12/13/2024, 11:39 AM","Expense","Transportation","-150.00","INR","Auto","ICICI Savings Account"
"12/13/2024, 6:45 AM","Transfer","Transfer","9143.67","INR","Credit Card","ICICI Savings Account -> ICICI Credit Card"
"12/12/2024, 7:43 PM","Expense","Others","-23.60","INR","Insufficient Balance","SBI Savings Account"
"12/12/2024, 4:08 PM","Transfer","Transfer","20000.00","INR","Self Transfer","ICICI Savings Account -> SBI Savings Account"
"12/12/2024, 4:05 PM","Income","Others","30000.00","INR","Malu Sent","ICICI Savings Account"
"12/12/2024, 12:57 PM","Transfer","Transfer","9000.00","INR","Self Transfer","ICICI Savings Account -> SBI Savings Account"
"12/11/2024, 8:58 PM","Expense","Others","-39000.00","INR","Amma Stuff","SBI Savings Account"
"12/11/2024, 7:28 PM","Transfer","Transfer","50100.00","INR","Amma Stuff","ICICI Savings Account -> SBI Savings Account"
"12/11/2024, 7:28 PM","Expense","Others","-65000.00","INR","Amma Stuff","SBI Savings Account"
"12/11/2024, 1:34 PM","Expense","Transportation","-150.00","INR","Auto","Cash"
"12/11/2024, 1:11 PM","Expense","Shopping","-40.00","INR","Garlic","ICICI Savings Account"
"12/11/2024, 1:08 PM","Expense","Others","-2465.00","INR","Amma Malu cakes","ICICI Savings Account"
"12/11/2024, 1:08 PM","Expense","Food","-310.00","INR","Lunch Noodles","ICICI Savings Account"
"12/11/2024, 12:36 PM","Expense","Health","-350.00","INR","Meds","ICICI Savings Account"
"12/11/2024, 12:24 PM","Expense","Transportation","-28.00","INR","Bus","Cash"
"12/11/2024, 11:31 AM","Expense","Transportation","-10.00","INR","Bus","Cash"
"12/11/2024, 11:10 AM","Expense","Health","-843.00","INR","My PJ meds","ICICI Savings Account"
"12/11/2024, 11:00 AM","Expense","Others","-6353.00","INR","Amma Peejays meds","ICICI Savings Account"
"12/11/2024, 10:59 AM","Expense","Transportation","-60.00","INR","Auto","ICICI Savings Account"
"12/11/2024, 10:52 AM","Expense","Food","-54.00","INR","Breakfast","ICICI Savings Account"
"12/11/2024, 10:36 AM","Expense","Food","-55.00","INR","Snacks","ICICI Savings Account"
"12/11/2024, 10:35 AM","Income","Others","70010.00","INR","Malu Sent","ICICI Savings Account"
"12/11/2024, 6:35 AM","Expense","Transportation","-168.00","INR","Bus","Cash"
"12/10/2024, 8:03 PM","Expense","Food","-500.00","INR","Porotta","SBI Savings Account"
"12/10/2024, 5:37 PM","Expense","Others","-1800.00","INR","Amma Meditation Class","SBI Savings Account"
"12/10/2024, 3:55 PM","Expense","Food","-445.00","INR","Edens Bakery","SBI Savings Account"
"12/10/2024, 3:18 PM","Expense","Others","-40055.00","INR","Amma Vedagram","SBI Savings Account"
"12/09/2024, 6:34 PM","Expense","Others","-12308.00","INR","Amma Arden","SBI Savings Account"
"12/08/2024, 5:34 PM","Income","Others","64548.00","INR","Acha money","SBI Savings Account"
"12/07/2024, 5:02 PM","Expense","Food","-268.00","INR","Bakery","SBI Savings Account"
"12/07/2024, 2:34 PM","Expense","Food","-150.00","INR","Bakery","SBI Savings Account"
"12/06/2024, 12:48 PM","Expense","Others","-500.00","INR","Amma stuff","SBI Savings Account"
"12/05/2024, 5:24 PM","Expense","Others","-250.90","INR","Amma Recharge","SBI Savings Account"
"12/05/2024, 7:58 AM","Expense","Others","-228.00","INR","Amma Stuff","SBI Savings Account"
"12/05/2024, 7:55 AM","Expense","Food","-168.00","INR","Breakfast","SBI Savings Account"
"12/04/2024, 7:00 PM","Expense","Fitness","-130.00","INR","Haircut","SBI Savings Account"
"12/04/2024, 12:54 PM","Expense","Others","-80.00","INR","Insurance Print out","SBI Savings Account"
"12/03/2024, 9:38 PM","Expense","Others","-264.00","INR","Amma Veda","SBI Savings Account"
"12/03/2024, 11:50 AM","Expense","Others","-2000.00","INR","Amma PJ","SBI Savings Account"
"12/03/2024, 8:15 AM","Expense","Transportation","-2000.00","INR","Petrol","SBI Savings Account"
"12/03/2024, 6:26 AM","Expense","Transportation","-2000.00","INR","Petrol","SBI Savings Account"
"12/02/2024, 1:24 PM","Expense","Transportation","-700.00","INR","Uber","SBI Savings Account"
"12/02/2024, 10:06 AM","Expense","Food","-20.00","INR","Water bottle","SBI Savings Account"
"12/02/2024, 10:04 AM","Expense","Transportation","-553.00","INR","Uber","SBI Savings Account"
"12/01/2024, 2:45 PM","Expense","Transportation","-9950.00","INR","Car Rental","SBI Savings Account"
"12/01/2024, 2:29 PM","Expense","Others","-377.00","INR","Amma meds","SBI Savings Account"
"12/01/2024, 2:29 PM","Expense","Health","-255.00","INR","Meds","ICICI Savings Account"
"12/01/2024, 2:27 PM","Expense","Household","-272.00","INR","Wash fash and stuff","ICICI Savings Account"
"12/01/2024, 2:01 PM","Expense","Bills","-473.18","INR","VI recharge","ICICI Savings Account"
"12/01/2024, 11:51 AM","Expense","Household","-1491.00","INR","Grocery","SBI Savings Account"
"12/01/2024, 10:30 AM","Income","Others","1000.00","INR","Amma Money","Cash"
"11/30/2024, 11:23 AM","Expense","Transportation","-1180.00","INR","Uber","SBI Savings Account"
"11/30/2024, 11:22 AM","Expense","Transportation","-150.00","INR","Auto","Cash"
"11/30/2024, 5:20 AM","Expense","Food","-60.00","INR","Snickers","ICICI Savings Account"
"11/29/2024, 8:28 PM","Expense","Transportation","-1229.00","INR","Uber","ICICI Savings Account"
"11/29/2024, 5:33 PM","Expense","Food","-50.00","INR","Biscuits","ICICI Savings Account"
"11/29/2024, 3:57 PM","Expense","Gifts","-2900.00","INR","Gifts","ICICI Savings Account"
"11/29/2024, 3:10 PM","Income","Others","12400.00","INR","Stipend","SBI Savings Account"
"11/28/2024, 11:37 PM","Expense","Entertainment","-59.00","INR","Spotify","ICICI Credit Card"
"11/28/2024, 8:07 PM","Expense","Food","-324.00","INR","Noodles","ICICI Savings Account"
"11/28/2024, 7:05 PM","Expense","Gifts","-1150.00","INR","Jacket for acha","ICICI Savings Account"
"11/28/2024, 8:05 AM","Expense","Transportation","-12324.00","INR","Flight","SBI Savings Account"
"11/27/2024, 10:01 PM","Expense","Gifts","-1220.00","INR","Sweets","ICICI Savings Account"
"11/27/2024, 10:01 PM","Expense","Food","-100.00","INR","Yesterday's snacks","ICICI Savings Account"
"11/27/2024, 8:57 PM","Expense","Bills","-182.90","INR","Malu Phone recharge","ICICI Savings Account"
"11/26/2024, 11:58 PM","Expense","Food","-100.00","INR","Dinner","ICICI Savings Account"
"11/26/2024, 5:09 PM","Expense","Food","-20.00","INR","Biscuit","ICICI Savings Account"
"11/25/2024, 4:44 PM","Expense","Food","-120.00","INR","Snacks","ICICI Savings Account"
"11/25/2024, 12:47 AM","Expense","Food","-20.00","INR","Snacks","ICICI Savings Account"
"11/24/2024, 12:26 AM","Expense","Food","-90.00","INR","snacks","ICICI Savings Account"
"11/23/2024, 4:59 PM","Expense","Health","-654.25","INR","Meds","ICICI Savings Account"
"11/23/2024, 4:40 PM","Expense","Food","-60.00","INR","Maggie","ICICI Savings Account"
"11/22/2024, 5:21 PM","Expense","Food","-138.00","INR","Food","ICICI Savings Account"
"11/22/2024, 12:11 PM","Expense","Food","-44.00","INR","Maggie","ICICI Savings Account"
"11/21/2024, 9:17 PM","Expense","Food","-40.00","INR","snacks","ICICI Savings Account"
"11/21/2024, 5:22 PM","Expense","Clothing","-100.00","INR","gloves","ICICI Savings Account"
"11/21/2024, 5:19 PM","Expense","Food","-26.00","INR","Snacks","ICICI Savings Account"
"11/21/2024, 5:19 PM","Expense","Household","-240.00","INR","Cup and spoon","ICICI Savings Account"
"11/21/2024, 5:19 PM","Expense","Clothing","-750.00","INR","Winter jacket","ICICI Savings Account"
"11/21/2024, 3:02 PM","Expense","Food","-90.00","INR","Lunch","Cash"
"11/21/2024, 2:45 PM","Expense","Food","-20.00","INR","snack","ICICI Savings Account"
"11/21/2024, 2:45 PM","Expense","Clothing","-120.00","INR","Socks","ICICI Savings Account"
"11/20/2024, 10:45 PM","Expense","Food","-64.00","INR","Hot chocolate","ICICI Savings Account"
"11/20/2024, 12:20 AM","Expense","Food","-144.00","INR","Late night snack","ICICI Savings Account"
"11/19/2024, 9:26 PM","Expense","Food","-40.00","INR","Biscuit","ICICI Savings Account"
"11/19/2024, 7:54 PM","Expense","Food","-10.00","INR","Nuts","ICICI Savings Account"
"11/18/2024, 8:38 PM","Expense","Food","-40.00","INR","Biscuit","ICICI Savings Account"
"11/18/2024, 1:24 AM","Expense","Bills","-3019.00","INR","Mess Fess","SBI Savings Account"
"11/18/2024, 12:10 AM","Expense","Food","-50.00","INR","ice cream","ICICI Savings Account"
"11/17/2024, 10:53 PM","Expense","Food","-45.00","INR","Honey chilli potato","ICICI Savings Account"
"11/17/2024, 4:53 PM","Expense","Food","-50.00","INR","Ice Cream","ICICI Savings Account"
"11/16/2024, 8:23 PM","Expense","Clothing","-599.00","INR","Winter wear","ICICI Savings Account"
"11/16/2024, 4:33 PM","Expense","Transportation","-20.00","INR","cycle handle repair","Cash"
"11/16/2024, 4:04 PM","Expense","Transportation","-8375.00","INR","Flight date change","SBI Savings Account"
"11/16/2024, 10:47 AM","Expense","Investment","-200.00","INR","Aditya Birla PSU MF","SBI Savings Account"
"11/16/2024, 10:34 AM","Transfer","Transfer","90000.00","INR","Transfer","ICICI Savings Account -> SBI Savings Account"
"11/16/2024, 10:34 AM","Income","Others","100001.00","INR","Malu sent","ICICI Savings Account"
"11/16/2024, 12:00 AM","Expense","Investment","-200.00","INR","Groww Nifty MF","SBI Savings Account"
"11/15/2024, 5:56 PM","Expense","Food","-30.00","INR","Ice cream","ICICI Savings Account"
"11/15/2024, 9:22 AM","Income","Allowance","1.00","INR","Malu Test","ICICI Savings Account"
"11/15/2024, 4:07 AM","Expense","Clothing","-299.00","INR","Winter wear","ICICI Savings Account"
"11/15/2024, 12:45 AM","Expense","Food","-120.33","INR","Late night food","ICICI Savings Account"
"11/14/2024, 8:52 PM","Expense","Food","-30.00","INR","Ice cream","ICICI Savings Account"
"11/14/2024, 8:27 PM","Expense","Food","-10.00","INR","nurs","ICICI Savings Account"
"11/14/2024, 3:02 PM","Expense","Food","-40.00","INR","Snacks","ICICI Savings Account"
"11/14/2024, 3:02 PM","Expense","Others","-20000.00","INR","Amma Hosp","SBI Savings Account"
"11/14/2024, 10:48 AM","Expense","Others","-4362.67","INR","Malu AC EMI","ICICI Credit Card"
"11/13/2024, 4:58 PM","Expense","Food","-30.00","INR","Maggie","ICICI Savings Account"
"11/12/2024, 8:44 PM","Expense","Food","-150.00","INR","Dinner","ICICI Savings Account"
"11/12/2024, 3:49 PM","Expense","Food","-50.00","INR","Snacks","ICICI Savings Account"
"11/11/2024, 8:46 PM","Expense","Food","-10.00","INR","Biscuit","ICICI Savings Account"
"11/11/2024, 3:56 PM","Expense","Food","-65.00","INR","Snacks","ICICI Savings Account"
"11/11/2024, 11:58 AM","Expense","Food","-25.00","INR","Kitkat","ICICI Savings Account"
"11/11/2024, 3:07 AM","Expense","Food","-199.00","INR","Dinner Night Before","ICICI Savings Account"
"11/09/2024, 8:18 PM","Expense","Food","-10.00","INR","Biscuit","ICICI Savings Account"
"11/09/2024, 4:54 PM","Expense","Food","-20.00","INR","Nuts","ICICI Savings Account"
"11/09/2024, 9:14 AM","Expense","Clothing","-300.00","INR","Laundry","ICICI Savings Account"
"11/09/2024, 12:59 AM","Expense","Food","-75.00","INR","Late night snack","ICICI Savings Account"
"11/08/2024, 8:09 PM","Expense","Bills","-4.24","INR","SMS charges","ICICI Savings Account"
"11/08/2024, 5:29 PM","Expense","Food","-40.00","INR","Maggie and biscuit","ICICI Savings Account"
"11/08/2024, 6:29 AM","Expense","Bills","-251.00","INR","Acha Phone recharge","ICICI Savings Account"
"11/08/2024, 12:54 AM","Expense","Food","-65.00","INR","snakcs","ICICI Savings Account"
"11/07/2024, 3:38 PM","Expense","Food","-20.00","INR","Nuts","ICICI Savings Account"
"11/07/2024, 12:40 AM","Expense","Food","-42.00","INR","Maggie","ICICI Savings Account"
"11/06/2024, 5:13 PM","Expense","Others","-4722.00","INR","Malu Flight","ICICI Credit Card"
"11/06/2024, 5:12 PM","Expense","Food","-20.00","INR","Snacks","ICICI Savings Account"
"11/06/2024, 12:16 AM","Expense","Food","-20.00","INR","Biscuit","ICICI Savings Account"
"11/05/2024, 4:00 PM","Expense","Food","-20.00","INR","Snacks","ICICI Savings Account"
"11/04/2024, 11:00 PM","Expense","Food","-45.00","INR","Maggie and biscuit","ICICI Savings Account"
"11/04/2024, 3:36 PM","Expense","Household","-60.00","INR","Soap","ICICI Savings Account"
"11/04/2024, 3:36 PM","Expense","Food","-10.00","INR","Nuts","ICICI Savings Account"
"11/04/2024, 1:59 PM","Expense","Food","-10.00","INR","Biscuit","ICICI Savings Account"
"11/03/2024, 2:46 PM","Transfer","Transfer","6439.67","INR","Credit card payment","ICICI Savings Account -> ICICI Credit Card"
"11/03/2024, 1:44 PM","Expense","Food","-90.00","INR","Last night snacks","ICICI Savings Account"
"11/03/2024, 1:44 PM","Expense","Clothing","-943.00","INR","Winter wear","ICICI Savings Account"
"11/02/2024, 7:40 PM","Income","Others","4332.00","INR","Malu AC EMI","ICICI Savings Account"
"11/02/2024, 4:10 PM","Income","Others","7000.00","INR","Acha sent","ICICI Savings Account"
"11/01/2024, 6:03 PM","Expense","Food","-20.00","INR","Biscuit","ICICI Savings Account"
"10/31/2024, 11:52 PM","Expense","Bills","-473.18","INR","VI Recharge","ICICI Savings Account"
"10/31/2024, 8:39 PM","Expense","Food","-205.50","INR","Dinner","ICICI Savings Account"
"10/31/2024, 8:13 PM","Expense","Food","-60.00","INR","Soanpapadi","ICICI Savings Account"
"10/30/2024, 10:53 PM","Income","Others","12400.00","INR","Stipend","SBI Savings Account"
"10/29/2024, 4:33 PM","Expense","Food","-20.00","INR","Nuts","ICICI Savings Account"
"10/29/2024, 1:10 AM","Expense","Food","-10.00","INR","Oreo","ICICI Savings Account"
"10/28/2024, 11:10 PM","Expense","Food","-115.50","INR","Dinner","ICICI Savings Account"
"10/28/2024, 6:27 PM","Expense","Food","-20.00","INR","Drinks","ICICI Savings Account"
"10/28/2024, 1:26 AM","Expense","Food","-40.00","INR","Maggie and Oreo","ICICI Savings Account"
"10/26/2024, 4:30 PM","Expense","Food","-20.00","INR","Nuts","ICICI Savings Account"
"10/26/2024, 1:13 PM","Expense","Entertainment","-59.00","INR","Spotify","ICICI Credit Card"
"10/26/2024, 1:12 PM","Expense","Food","-40.00","INR","Sugarcane juice","ICICI Savings Account"
"10/26/2024, 10:55 AM","Expense","Transportation","-10.00","INR","Cycle oil","ICICI Savings Account"
"10/25/2024, 8:16 PM","Expense","Food","-195.66","INR","Dinner","ICICI Savings Account"
"10/25/2024, 4:07 PM","Expense","Food","-20.00","INR","Biscuit","ICICI Savings Account"
"10/25/2024, 1:34 AM","Expense","Food","-10.00","INR","Biscuit","ICICI Savings Account"
"10/24/2024, 4:25 PM","Expense","Food","-50.00","INR","Lunch","ICICI Savings Account"
"10/23/2024, 11:33 PM","Expense","Food","-105.00","INR","Second Dinner","ICICI Savings Account"
"10/23/2024, 3:51 PM","Expense","Food","-30.00","INR","Maggie","ICICI Savings Account"
"10/22/2024, 11:32 PM","Expense","Food","-10.00","INR","Biscuit","ICICI Savings Account"
"10/22/2024, 5:29 PM","Expense","Food","-40.00","INR","Maggie and Nuts","ICICI Savings Account"
"10/21/2024, 8:31 PM","Expense","Food","-10.00","INR","Biscuit","ICICI Savings Account"
"10/21/2024, 12:12 PM","Expense","Food","-10.00","INR","Nuts","ICICI Savings Account"
"10/21/2024, 1:21 AM","Expense","Food","-20.00","INR","Biscuit","ICICI Savings Account"
"10/20/2024, 1:53 PM","Expense","Food","-20.00","INR","Biscuits","ICICI Savings Account"
"10/19/2024, 5:47 PM","Expense","Food","-70.00","INR","Icecream and Nuts","ICICI Savings Account"
"10/19/2024, 1:03 AM","Expense","Food","-180.00","INR","Late night food","ICICI Savings Account"
"10/19/2024, 12:41 AM","Expense","Food","-10.00","INR","Nuts","ICICI Savings Account"
"10/18/2024, 12:47 PM","Expense","Food","-100.00","INR","Drinks","ICICI Savings Account"
"10/18/2024, 12:05 PM","Expense","Food","-80.00","INR","Noodles","ICICI Savings Account"
"10/18/2024, 12:27 AM","Expense","Transportation","-6747.00","INR","Lucknow to Kochi Flight","SBI Savings Account"
"10/17/2024, 2:05 PM","Expense","Food","-10.00","INR","Nuts","ICICI Savings Account"
"10/16/2024, 5:02 PM","Expense","Food","-10.00","INR","Nuts","ICICI Savings Account"
"10/16/2024, 5:02 PM","Expense","Household","-869.00","INR","Winter comforter","SBI Savings Account"
"10/16/2024, 7:40 AM","Expense","Health","-2000.00","INR","PJ Booking","SBI Savings Account"
"10/16/2024, 7:39 AM","Expense","Investment","-200.00","INR","Aditya Birla PSU MF","SBI Savings Account"
"10/16/2024, 12:00 AM","Expense","Investment","-200.00","INR","Groww Nifty MF","SBI Savings Account"
"10/15/2024, 9:19 PM","Expense","Food","-10.00","INR","Oreo","ICICI Savings Account"
"10/15/2024, 1:06 PM","Expense","Food","-10.00","INR","Nuts","ICICI Savings Account"
"10/14/2024, 10:30 PM","Expense","Clothing","-3020.05","INR","Amazon Winter wear","SBI Savings Account"
"10/14/2024, 9:45 PM","Expense","Bills","-4955.00","INR","Mess Bill","ICICI Savings Account"
"10/14/2024, 9:25 PM","Income","Others","999.00","INR","Decathalon Sajay","ICICI Savings Account"
"10/14/2024, 9:25 PM","Income","Others","199.00","INR","Decathalon Vishnu","ICICI Savings Account"
"10/14/2024, 9:24 PM","Expense","Others","-243.33","INR","Decathalon Trip","ICICI Savings Account"
"10/14/2024, 9:22 PM","Expense","Others","-170.00","INR","Decathalon Trip","Cash"
"10/14/2024, 6:50 PM","Expense","Clothing","-2009.00","INR","Decathalon","ICICI Credit Card"
"10/14/2024, 1:48 PM","Expense","Household","-60.00","INR","Soap","ICICI Savings Account"
"10/14/2024, 8:35 AM","Expense","Others","-4371.67","INR","Malu AC EMI","ICICI Credit Card"
"10/13/2024, 5:19 PM","Expense","Food","-20.00","INR","Nuts","ICICI Savings Account"
"10/12/2024, 11:20 PM","Expense","Food","-33.33","INR","Carnival Snacks","ICICI Savings Account"
"10/12/2024, 11:20 PM","Expense","Entertainment","-70.00","INR","Carnival Rides","ICICI Savings Account"
"10/12/2024, 11:19 PM","Expense","Entertainment","-90.00","INR","Carnival Rides","Cash"
"10/12/2024, 8:58 PM","Expense","Food","-185.66","INR","Dinner","ICICI Savings Account"
"10/12/2024, 8:39 PM","Expense","Food","-20.00","INR","juice","ICICI Savings Account"
"10/12/2024, 4:37 PM","Expense","Food","-10.00","INR","Biscuit","ICICI Savings Account"
"10/12/2024, 1:30 AM","Expense","Food","-10.00","INR","oreo","ICICI Savings Account"
